location,date,people_vaccinated_per_hundred
Bulgaria,5/2/21,8.97
India,5/2/21,8.94
Russia,5/2/21,8.59
Cambodia,5/2/21,8.48
World,5/2/21,7.81
Australia,5/2/21,7.64
Ecuador,5/2/21,7.44
South Korea,5/2/21,6.7
Colombia,5/2/21,6.66
Lebanon,5/2/21,5.37
Oceania,5/2/21,5.23
Bolivia,5/2/21,5.04
Lower middle income,5/2/21,5
Indonesia,5/2/21,4.52
Asia,5/2/21,4.26
Sri Lanka,5/2/21,4.25
New Zealand,5/2/21,3.99
Upper middle income,5/2/21,3.81
Peru,5/2/21,3.66
Bangladesh,5/2/21,3.4
Malaysia,5/2/21,2.69
Japan,5/2/21,2.66
Zimbabwe,5/2/21,2.64
Tunisia,5/2/21,2.54
Ukraine,5/2/21,1.9
Paraguay,5/2/21,1.82
Thailand,5/2/21,1.53
Africa,5/2/21,0.99
Guatemala,5/2/21,0.95
Ethiopia,5/2/21,0.92
Uganda,5/2/21,0.72
Somalia,5/2/21,0.7
Cote d'Ivoire,5/2/21,0.58
Nigeria,5/2/21,0.56
Vietnam,5/2/21,0.54
Low income,5/2/21,0.42
Taiwan,5/2/21,0.24
Zambia,5/2/21,0.22
Isle of Man,5/1/21,67.25
Bhutan,5/1/21,61.41
Wales,5/1/21,58.51
Israel,5/1/21,57.42
Maldives,5/1/21,56.69
Scotland,5/1/21,51.55
United Kingdom,5/1/21,51.11
England,5/1/21,51.1
Northern Ireland,5/1/21,49.46
Bahrain,5/1/21,47.68
United States,5/1/21,46.32
Malta,5/1/21,43.41
Chile,5/1/21,41.69
Hungary,5/1/21,40.78
Curacao,5/1/21,38.11
Qatar,5/1/21,37.21
Uruguay,5/1/21,34.6
Canada,5/1/21,32.84
North America,5/1/21,30.47
Serbia,5/1/21,29.52
Singapore,5/1/21,29.01
Germany,5/1/21,28.37
High income,5/1/21,27.94
Belgium,5/1/21,27.06
Austria,5/1/21,26.88
Barbados,5/1/21,26.49
Mongolia,5/1/21,26.11
Norway,5/1/21,25.96
Estonia,5/1/21,25.46
Lithuania,5/1/21,25.34
Italy,5/1/21,24.75
European Union,5/1/21,24.49
Cyprus,5/1/21,24.37
Ireland,5/1/21,24.15
France,5/1/21,23.94
Luxembourg,5/1/21,22.92
Liechtenstein,5/1/21,22.89
Poland,5/1/21,22.37
Europe,5/1/21,22.04
Denmark,5/1/21,21.91
Switzerland,5/1/21,21.26
Czechia,5/1/21,21.11
Greece,5/1/21,20.9
Slovenia,5/1/21,20.36
Croatia,5/1/21,17.54
Romania,5/1/21,16.93
Argentina,5/1/21,16.13
Turkey,5/1/21,16.11
Brazil,5/1/21,14.78
Latvia,5/1/21,14.77
Saint Vincent and the Grenadines,5/1/21,13.97
Morocco,5/1/21,13.5
South America,5/1/21,12.73
Hong Kong,5/1/21,12.5
Dominican Republic,5/1/21,10.56
Macao,5/1/21,10.03
Mexico,5/1/21,9.86
Azerbaijan,5/1/21,9.38
Bulgaria,5/1/21,8.94
India,5/1/21,8.91
Russia,5/1/21,8.55
Cambodia,5/1/21,8.13
World,5/1/21,7.77
Australia,5/1/21,7.62
Ecuador,5/1/21,7.22
South Korea,5/1/21,6.7
Colombia,5/1/21,6.58
Suriname,5/1/21,6.46
Montenegro,5/1/21,6.41
Lebanon,5/1/21,5.34
Oceania,5/1/21,5.22
Bolivia,5/1/21,5.03
Lower middle income,5/1/21,4.99
Indonesia,5/1/21,4.52
Sri Lanka,5/1/21,4.25
Asia,5/1/21,4.25
New Zealand,5/1/21,3.96
Upper middle income,5/1/21,3.8
Peru,5/1/21,3.52
Malaysia,5/1/21,2.67
Bosnia and Herzegovina,5/1/21,2.63
Japan,5/1/21,2.63
Zimbabwe,5/1/21,2.62
Rwanda,5/1/21,2.54
Tunisia,5/1/21,2.47
Senegal,5/1/21,2.39
Ukraine,5/1/21,1.9
Paraguay,5/1/21,1.81
Thailand,5/1/21,1.53
Philippines,5/1/21,1.43
Africa,5/1/21,0.99
Guatemala,5/1/21,0.95
Ethiopia,5/1/21,0.92
Namibia,5/1/21,0.91
Uganda,5/1/21,0.72
Sierra Leone,5/1/21,0.64
Cote d'Ivoire,5/1/21,0.56
Nigeria,5/1/21,0.56
South Africa,5/1/21,0.53
Vietnam,5/1/21,0.52
Low income,5/1/21,0.42
Gibraltar,4/30/21,114.77
Bhutan,4/30/21,61.4
Wales,4/30/21,58.26
Israel,4/30/21,57.42
Cayman Islands,4/30/21,52.06
Scotland,4/30/21,51.43
Aruba,4/30/21,51.01
United Kingdom,4/30/21,50.9
England,4/30/21,50.88
Northern Ireland,4/30/21,49.18
Bahrain,4/30/21,47.1
United States,4/30/21,46.1
Malta,4/30/21,42.91
Chile,4/30/21,41.68
Hungary,4/30/21,40.36
Curacao,4/30/21,37.79
Qatar,4/30/21,36.72
Uruguay,4/30/21,34.6
Canada,4/30/21,32.28
North America,4/30/21,30.3
Serbia,4/30/21,29.49
Iceland,4/30/21,29.34
Singapore,4/30/21,28.59
Germany,4/30/21,28.07
High income,4/30/21,27.74
Belgium,4/30/21,26.72
Austria,4/30/21,26.49
Barbados,4/30/21,26.35
Norway,4/30/21,25.93
Portugal,4/30/21,25.62
Estonia,4/30/21,25.39
Lithuania,4/30/21,25.09
Mongolia,4/30/21,24.89
Italy,4/30/21,24.27
European Union,4/30/21,24.2
Ireland,4/30/21,23.91
France,4/30/21,23.69
Liechtenstein,4/30/21,22.89
Netherlands,4/30/21,22.56
Luxembourg,4/30/21,22.3
Europe,4/30/21,21.83
Denmark,4/30/21,21.78
Switzerland,4/30/21,20.96
Czechia,4/30/21,20.93
Greece,4/30/21,20.74
Slovenia,4/30/21,20.32
Croatia,4/30/21,17.43
Romania,4/30/21,16.76
Argentina,4/30/21,16.09
Turkey,4/30/21,16.07
Brazil,4/30/21,14.72
Latvia,4/30/21,14.43
Saint Vincent and the Grenadines,4/30/21,13.96
Morocco,4/30/21,13.49
El Salvador,4/30/21,13.25
South America,4/30/21,12.65
Hong Kong,4/30/21,12.24
Dominican Republic,4/30/21,10.46
Macao,4/30/21,9.81
Mexico,4/30/21,9.79
Azerbaijan,4/30/21,9.33
Bulgaria,4/30/21,8.88
India,4/30/21,8.85
Russia,4/30/21,8.5
Cambodia,4/30/21,7.99
World,4/30/21,7.72
Australia,4/30/21,7.55
Ecuador,4/30/21,6.94
South Korea,4/30/21,6.62
Colombia,4/30/21,6.48
Montenegro,4/30/21,6.4
Lebanon,4/30/21,5.34
Oceania,4/30/21,5.17
Bolivia,4/30/21,4.99
Lower middle income,4/30/21,4.95
Indonesia,4/30/21,4.5
Sri Lanka,4/30/21,4.25
Asia,4/30/21,4.22
Moldova,4/30/21,3.98
New Zealand,4/30/21,3.89
Upper middle income,4/30/21,3.78
Peru,4/30/21,3.33
North Macedonia,4/30/21,2.94
Trinidad and Tobago,4/30/21,2.77
Malaysia,4/30/21,2.66
Japan,4/30/21,2.6
Rwanda,4/30/21,2.54
Senegal,4/30/21,2.38
Tunisia,4/30/21,2.28
Botswana,4/30/21,1.9
Ukraine,4/30/21,1.89
Paraguay,4/30/21,1.8
Thailand,4/30/21,1.53
Malawi,4/30/21,1.45
Philippines,4/30/21,1.42
Georgia,4/30/21,1.05
Africa,4/30/21,0.98
Iran,4/30/21,0.97
Guatemala,4/30/21,0.95
Ethiopia,4/30/21,0.9
Namibia,4/30/21,0.79
Guinea,4/30/21,0.69
Cote d'Ivoire,4/30/21,0.53
South Africa,4/30/21,0.53
Vietnam,4/30/21,0.52
Low income,4/30/21,0.42
Gabon,4/30/21,0.34
Taiwan,4/30/21,0.24
Zambia,4/30/21,0.16
Gibraltar,4/29/21,114.75
Isle of Man,4/29/21,67.24
Seychelles,4/29/21,63.17
Bhutan,4/29/21,61.39
San Marino,4/29/21,60.16
Wales,4/29/21,57.76
Israel,4/29/21,57.4
Maldives,4/29/21,56.61
Scotland,4/29/21,51.27
Aruba,4/29/21,50.81
United Kingdom,4/29/21,50.68
England,4/29/21,50.67
Northern Ireland,4/29/21,48.91
Bahrain,4/29/21,46.55
United States,4/29/21,45.77
Malta,4/29/21,42.34
Chile,4/29/21,41.42
Hungary,4/29/21,39.26
Curacao,4/29/21,37.48
Monaco,4/29/21,36.42
Qatar,4/29/21,36.06
Uruguay,4/29/21,34.36
Canada,4/29/21,31.59
North America,4/29/21,30.04
Singapore,4/29/21,28.16
High income,4/29/21,27.33
Germany,4/29/21,27.32
Barbados,4/29/21,26.29
Iceland,4/29/21,26.28
Belgium,4/29/21,26.19
Austria,4/29/21,25.73
Norway,4/29/21,25.46
Estonia,4/29/21,24.96
Spain,4/29/21,24.73
Lithuania,4/29/21,24.68
Mongolia,4/29/21,23.88
Italy,4/29/21,23.69
European Union,4/29/21,23.6
Ireland,4/29/21,23.57
France,4/29/21,23.14
Luxembourg,4/29/21,21.7
Liechtenstein,4/29/21,21.61
Poland,4/29/21,21.57
Denmark,4/29/21,21.56
Europe,4/29/21,21.4
Greece,4/29/21,20.53
Switzerland,4/29/21,20.36
Czechia,4/29/21,20.33
Slovenia,4/29/21,20.02
Croatia,4/29/21,16.94
Romania,4/29/21,16.5
Turkey,4/29/21,15.99
Argentina,4/29/21,15.91
Greenland,4/29/21,15.7
Brazil,4/29/21,14.51
Latvia,4/29/21,13.94
El Salvador,4/29/21,12.73
South America,4/29/21,12.46
Hong Kong,4/29/21,11.98
Dominican Republic,4/29/21,10.19
Grenada,4/29/21,10.1
Mexico,4/29/21,9.69
Macao,4/29/21,9.65
Azerbaijan,4/29/21,9.27
Bulgaria,4/29/21,8.78
India,4/29/21,8.74
Russia,4/29/21,8.4
Cambodia,4/29/21,7.93
World,4/29/21,7.61
Australia,4/29/21,7.36
Ecuador,4/29/21,6.63
Montenegro,4/29/21,6.39
Colombia,4/29/21,6.32
Jordan,4/29/21,6.2
South Korea,4/29/21,6.08
Lebanon,4/29/21,5.34
Oceania,4/29/21,5.04
Lower middle income,4/29/21,4.9
Bolivia,4/29/21,4.72
Indonesia,4/29/21,4.46
Sri Lanka,4/29/21,4.25
Asia,4/29/21,4.17
Moldova,4/29/21,3.93
New Zealand,4/29/21,3.73
Upper middle income,4/29/21,3.73
Bangladesh,4/29/21,3.4
Brunei,4/29/21,3.24
Peru,4/29/21,3.09
Trinidad and Tobago,4/29/21,2.75
Malaysia,4/29/21,2.61
Zimbabwe,4/29/21,2.54
Japan,4/29/21,2.37
Senegal,4/29/21,2.37
Ukraine,4/29/21,1.77
Paraguay,4/29/21,1.68
Thailand,4/29/21,1.5
Malawi,4/29/21,1.42
Philippines,4/29/21,1.4
Georgia,4/29/21,1.02
Africa,4/29/21,0.97
Guatemala,4/29/21,0.94
Iran,4/29/21,0.9
Ethiopia,4/29/21,0.89
Guinea,4/29/21,0.68
Sierra Leone,4/29/21,0.63
Vietnam,4/29/21,0.52
South Africa,4/29/21,0.51
Cote d'Ivoire,4/29/21,0.5
Low income,4/29/21,0.41
Taiwan,4/29/21,0.23
Zambia,4/29/21,0.13
Cameroon,4/29/21,0.04
Isle of Man,4/28/21,66.18
Seychelles,4/28/21,62.58
Bhutan,4/28/21,61.38
Israel,4/28/21,57.35
Wales,4/28/21,57.3
Maldives,4/28/21,56.37
Scotland,4/28/21,51.17
Aruba,4/28/21,50.55
United Kingdom,4/28/21,50.5
England,4/28/21,50.48
Bahrain,4/28/21,46.3
United States,4/28/21,45.43
Malta,4/28/21,41.72
Chile,4/28/21,41.27
Hungary,4/28/21,38.83
Curacao,4/28/21,36.6
Uruguay,4/28/21,34.14
Canada,4/28/21,30.85
North America,4/28/21,29.77
Serbia,4/28/21,29.19
Singapore,4/28/21,27.69
Faeroe Islands,4/28/21,27.22
High income,4/28/21,26.88
Germany,4/28/21,26.35
Barbados,4/28/21,26.25
Belgium,4/28/21,25.43
Dominica,4/28/21,25.42
Austria,4/28/21,25.03
Norway,4/28/21,24.45
Estonia,4/28/21,24.34
Spain,4/28/21,24.22
Lithuania,4/28/21,24.21
Iceland,4/28/21,23.34
Italy,4/28/21,23.09
Mongolia,4/28/21,23.02
European Union,4/28/21,23.01
Ireland,4/28/21,22.86
France,4/28/21,22.61
Denmark,4/28/21,21.12
Luxembourg,4/28/21,21.07
Europe,4/28/21,20.97
Liechtenstein,4/28/21,20.92
Poland,4/28/21,20.65
Greece,4/28/21,20.22
Switzerland,4/28/21,19.79
Slovenia,4/28/21,19.74
Czechia,4/28/21,19.71
Romania,4/28/21,16.24
Croatia,4/28/21,16.1
Turkey,4/28/21,15.83
Greenland,4/28/21,15.68
Argentina,4/28/21,15.64
Brazil,4/28/21,14.28
Saint Vincent and the Grenadines,4/28/21,13.6
Latvia,4/28/21,13.38
Morocco,4/28/21,13.31
South America,4/28/21,12.26
El Salvador,4/28/21,12.25
Hong Kong,4/28/21,11.81
Belize,4/28/21,10.39
Dominican Republic,4/28/21,9.86
Mexico,4/28/21,9.6
Macao,4/28/21,9.47
Azerbaijan,4/28/21,9.21
India,4/28/21,8.65
Bulgaria,4/28/21,8.64
Russia,4/28/21,8.23
World,4/28/21,7.5
Australia,4/28/21,7.13
Nepal,4/28/21,6.85
Kazakhstan,4/28/21,6.67
Montenegro,4/28/21,6.37
Ecuador,4/28/21,6.25
Suriname,4/28/21,6.21
Colombia,4/28/21,6.19
South Korea,4/28/21,5.58
Lebanon,4/28/21,5.29
Oceania,4/28/21,4.89
Lower middle income,4/28/21,4.84
Bolivia,4/28/21,4.48
Indonesia,4/28/21,4.4
Asia,4/28/21,4.1
Equatorial Guinea,4/28/21,3.86
Moldova,4/28/21,3.8
Upper middle income,4/28/21,3.67
New Zealand,4/28/21,3.59
Bangladesh,4/28/21,3.4
Brunei,4/28/21,3.1
Peru,4/28/21,2.96
Trinidad and Tobago,4/28/21,2.75
Malaysia,4/28/21,2.59
Zimbabwe,4/28/21,2.38
Japan,4/28/21,2.35
Senegal,4/28/21,2.35
Tunisia,4/28/21,2.25
Kenya,4/28/21,1.58
Ukraine,4/28/21,1.58
Paraguay,4/28/21,1.54
Thailand,4/28/21,1.48
Malawi,4/28/21,1.4
Djibouti,4/28/21,1.12
Georgia,4/28/21,1
Africa,4/28/21,0.96
Guatemala,4/28/21,0.93
Pakistan,4/28/21,0.89
Ethiopia,4/28/21,0.87
Iran,4/28/21,0.84
Namibia,4/28/21,0.73
Uganda,4/28/21,0.7
Guinea,4/28/21,0.67
Nigeria,4/28/21,0.55
South Africa,4/28/21,0.5
Cote d'Ivoire,4/28/21,0.47
Vietnam,4/28/21,0.43
Kyrgyzstan,4/28/21,0.41
Low income,4/28/21,0.41
Taiwan,4/28/21,0.21
Zambia,4/28/21,0.11
Gibraltar,4/27/21,114.69
Isle of Man,4/27/21,65.19
Bhutan,4/27/21,61.37
Israel,4/27/21,57.3
Wales,4/27/21,56.8
San Marino,4/27/21,56.67
Maldives,4/27/21,56.18
Scotland,4/27/21,51.04
United Kingdom,4/27/21,50.3
England,4/27/21,50.3
Bahrain,4/27/21,45.98
United States,4/27/21,45.08
Malta,4/27/21,41.15
Chile,4/27/21,41.04
Hungary,4/27/21,37.87
Curacao,4/27/21,36.51
Wallis and Futuna,4/27/21,35.79
Uruguay,4/27/21,33.91
Canada,4/27/21,30.2
North America,4/27/21,29.5
Singapore,4/27/21,27.3
High income,4/27/21,26.5
Barbados,4/27/21,26.21
Faeroe Islands,4/27/21,25.77
Germany,4/27/21,25.11
Belgium,4/27/21,24.75
Austria,4/27/21,24.53
Estonia,4/27/21,23.84
Lithuania,4/27/21,23.7
Spain,4/27/21,23.68
Norway,4/27/21,23.36
Italy,4/27/21,22.63
European Union,4/27/21,22.46
Ireland,4/27/21,22.22
France,4/27/21,22.17
Mongolia,4/27/21,21.91
Tuvalu,4/27/21,21.17
Denmark,4/27/21,20.71
Europe,4/27/21,20.54
Luxembourg,4/27/21,20.49
Poland,4/27/21,20.25
Liechtenstein,4/27/21,20.22
Greece,4/27/21,19.87
Slovenia,4/27/21,19.58
Switzerland,4/27/21,19.19
Czechia,4/27/21,19.15
Romania,4/27/21,15.97
Croatia,4/27/21,15.87
Turkey,4/27/21,15.68
Greenland,4/27/21,15.64
Argentina,4/27/21,15.34
Brazil,4/27/21,14.06
Saint Vincent and the Grenadines,4/27/21,13.46
Morocco,4/27/21,12.84
New Caledonia,4/27/21,12.78
Latvia,4/27/21,12.77
French Polynesia,4/27/21,12.77
South America,4/27/21,12.06
El Salvador,4/27/21,11.8
Hong Kong,4/27/21,11.65
Belize,4/27/21,10.12
Grenada,4/27/21,9.92
Dominican Republic,4/27/21,9.51
Macao,4/27/21,9.21
Azerbaijan,4/27/21,9.14
India,4/27/21,8.56
Bulgaria,4/27/21,8.45
Russia,4/27/21,8.02
Cambodia,4/27/21,7.75
World,4/27/21,7.37
Australia,4/27/21,6.84
Nepal,4/27/21,6.72
Montenegro,4/27/21,6.34
Bahamas,4/27/21,6.27
Colombia,4/27/21,6.07
Suriname,4/27/21,6.01
Ecuador,4/27/21,5.99
Lebanon,4/27/21,5.15
South Korea,4/27/21,5.13
Tonga,4/27/21,5.02
Kazakhstan,4/27/21,4.89
Lower middle income,4/27/21,4.75
Oceania,4/27/21,4.71
Indonesia,4/27/21,4.35
Bolivia,4/27/21,4.23
Asia,4/27/21,4.02
Moldova,4/27/21,3.65
Upper middle income,4/27/21,3.59
New Zealand,4/27/21,3.45
Bangladesh,4/27/21,3.4
Brunei,4/27/21,2.98
Peru,4/27/21,2.84
Trinidad and Tobago,4/27/21,2.72
North Macedonia,4/27/21,2.67
Malaysia,4/27/21,2.51
Senegal,4/27/21,2.33
Zimbabwe,4/27/21,2.27
Tunisia,4/27/21,2.19
Japan,4/27/21,2.13
Uzbekistan,4/27/21,1.73
Thailand,4/27/21,1.45
Paraguay,4/27/21,1.43
Ukraine,4/27/21,1.41
Malawi,4/27/21,1.38
Philippines,4/27/21,1.35
Georgia,4/27/21,0.97
Guatemala,4/27/21,0.93
Africa,4/27/21,0.89
Uganda,4/27/21,0.68
Guinea,4/27/21,0.66
Sierra Leone,4/27/21,0.62
Nigeria,4/27/21,0.54
Solomon Islands,4/27/21,0.49
Cote d'Ivoire,4/27/21,0.45
Low income,4/27/21,0.32
Vietnam,4/27/21,0.32
Taiwan,4/27/21,0.2
Papua New Guinea,4/27/21,0.01
Gibraltar,4/26/21,112.38
Isle of Man,4/26/21,64.54
Seychelles,4/26/21,62.15
Bhutan,4/26/21,61.35
Israel,4/26/21,57.26
Wales,4/26/21,56.32
Maldives,4/26/21,56.02
San Marino,4/26/21,54.12
Scotland,4/26/21,50.9
England,4/26/21,50.14
United Kingdom,4/26/21,50.13
Bermuda,4/26/21,50.04
Aruba,4/26/21,50.01
Northern Ireland,4/26/21,48.49
Bahrain,4/26/21,45.37
United States,4/26/21,44.74
Chile,4/26/21,40.84
Malta,4/26/21,40.54
Hungary,4/26/21,36.92
Curacao,4/26/21,35.95
Uruguay,4/26/21,33.68
Andorra,4/26/21,29.84
Canada,4/26/21,29.57
North America,4/26/21,29.26
Serbia,4/26/21,28.45
Singapore,4/26/21,26.92
Barbados,4/26/21,26.16
High income,4/26/21,26.14
Belgium,4/26/21,24.42
Germany,4/26/21,24.19
Austria,4/26/21,24.11
Faeroe Islands,4/26/21,24
Estonia,4/26/21,23.58
Lithuania,4/26/21,23.27
Spain,4/26/21,23.16
Norway,4/26/21,23
Italy,4/26/21,22.19
European Union,4/26/21,21.95
France,4/26/21,21.75
Ireland,4/26/21,21.71
Mongolia,4/26/21,20.83
Luxembourg,4/26/21,20.36
Denmark,4/26/21,20.27
Europe,4/26/21,20.19
Liechtenstein,4/26/21,20.17
Greece,4/26/21,19.57
Slovenia,4/26/21,19.56
Czechia,4/26/21,18.68
Switzerland,4/26/21,18.62
Romania,4/26/21,15.69
Croatia,4/26/21,15.61
Greenland,4/26/21,15.59
Turkey,4/26/21,15.57
Guyana,4/26/21,15.33
Argentina,4/26/21,15.01
Brazil,4/26/21,13.75
Saint Vincent and the Grenadines,4/26/21,13.34
Morocco,4/26/21,12.63
Latvia,4/26/21,12.52
South America,4/26/21,11.81
Hong Kong,4/26/21,11.48
El Salvador,4/26/21,11.33
Costa Rica,4/26/21,10.4
Mexico,4/26/21,9.49
Dominican Republic,4/26/21,9.17
Azerbaijan,4/26/21,9.07
Macao,4/26/21,8.94
India,4/26/21,8.46
Bulgaria,4/26/21,8.32
Russia,4/26/21,7.91
Cambodia,4/26/21,7.73
World,4/26/21,7.27
Australia,4/26/21,6.63
Nepal,4/26/21,6.61
Montenegro,4/26/21,6.33
Ecuador,4/26/21,5.7
Lebanon,4/26/21,5
South Korea,4/26/21,4.79
Lower middle income,4/26/21,4.69
Oceania,4/26/21,4.53
Indonesia,4/26/21,4.3
Bolivia,4/26/21,4.01
Asia,4/26/21,3.97
Upper middle income,4/26/21,3.54
Moldova,4/26/21,3.46
Bangladesh,4/26/21,3.4
New Zealand,4/26/21,3.31
Brunei,4/26/21,2.86
Peru,4/26/21,2.79
Trinidad and Tobago,4/26/21,2.71
North Macedonia,4/26/21,2.54
Ghana,4/26/21,2.53
Malaysia,4/26/21,2.45
Senegal,4/26/21,2.31
Zimbabwe,4/26/21,2.17
Tunisia,4/26/21,2.13
Japan,4/26/21,1.93
Botswana,4/26/21,1.84
Laos,4/26/21,1.67
Thailand,4/26/21,1.41
Malawi,4/26/21,1.36
Ukraine,4/26/21,1.36
Paraguay,4/26/21,1.35
Philippines,4/26/21,1.32
Georgia,4/26/21,0.95
Guatemala,4/26/21,0.92
Africa,4/26/21,0.88
Guinea,4/26/21,0.66
Uganda,4/26/21,0.64
Nigeria,4/26/21,0.54
Cote d'Ivoire,4/26/21,0.42
Low income,4/26/21,0.31
Vietnam,4/26/21,0.26
Taiwan,4/26/21,0.19
Isle of Man,4/25/21,63.88
Bhutan,4/25/21,61.31
Israel,4/25/21,57.2
Wales,4/25/21,56.07
Maldives,4/25/21,55.83
Scotland,4/25/21,50.75
England,4/25/21,50.03
United Kingdom,4/25/21,50
Aruba,4/25/21,49.94
Northern Ireland,4/25/21,48.12
Jersey,4/25/21,47.3
Bahrain,4/25/21,44.83
United States,4/25/21,44.46
Chile,4/25/21,40.62
Malta,4/25/21,39.86
Hungary,4/25/21,36.16
Curacao,4/25/21,35.68
Uruguay,4/25/21,33.43
North America,4/25/21,29.03
Canada,4/25/21,28.91
Finland,4/25/21,28.1
Singapore,4/25/21,26.57
Barbados,4/25/21,26.13
High income,4/25/21,25.88
Belgium,4/25/21,23.93
Austria,4/25/21,23.8
Germany,4/25/21,23.76
Estonia,4/25/21,23.47
Lithuania,4/25/21,23.09
Norway,4/25/21,22.95
Spain,4/25/21,22.7
Sweden,4/25/21,21.93
Italy,4/25/21,21.74
European Union,4/25/21,21.63
France,4/25/21,21.43
Ireland,4/25/21,21.19
Luxembourg,4/25/21,20.17
Mongolia,4/25/21,19.97
Europe,4/25/21,19.96
Slovakia,4/25/21,19.77
Denmark,4/25/21,19.74
Slovenia,4/25/21,19.55
Poland,4/25/21,19.48
Czechia,4/25/21,18.21
Switzerland,4/25/21,18.19
Croatia,4/25/21,15.56
Turkey,4/25/21,15.43
Romania,4/25/21,15.41
Argentina,4/25/21,14.65
Brazil,4/25/21,13.49
Latvia,4/25/21,12.37
South America,4/25/21,11.62
Hong Kong,4/25/21,11.25
Mexico,4/25/21,9.45
Azerbaijan,4/25/21,9.07
Dominican Republic,4/25/21,8.85
Macao,4/25/21,8.75
Panama,4/25/21,8.35
India,4/25/21,8.31
Bulgaria,4/25/21,8.25
Russia,4/25/21,7.85
Cambodia,4/25/21,7.73
World,4/25/21,7.18
Nepal,4/25/21,6.57
Australia,4/25/21,6.51
Montenegro,4/25/21,6.32
Colombia,4/25/21,5.86
Ecuador,4/25/21,5.5
Lebanon,4/25/21,4.94
Lower middle income,4/25/21,4.62
South Korea,4/25/21,4.51
Oceania,4/25/21,4.46
Indonesia,4/25/21,4.26
Asia,4/25/21,3.91
Bolivia,4/25/21,3.84
Upper middle income,4/25/21,3.49
Bangladesh,4/25/21,3.4
New Zealand,4/25/21,3.29
Eswatini,4/25/21,2.9
Peru,4/25/21,2.74
North Macedonia,4/25/21,2.48
Malaysia,4/25/21,2.38
Senegal,4/25/21,2.3
Trinidad and Tobago,4/25/21,2.24
Tunisia,4/25/21,2.06
Zimbabwe,4/25/21,2.06
Japan,4/25/21,1.71
Laos,4/25/21,1.66
Uzbekistan,4/25/21,1.57
Thailand,4/25/21,1.36
Paraguay,4/25/21,1.34
Ukraine,4/25/21,1.33
Africa,4/25/21,0.88
Guinea,4/25/21,0.65
Sierra Leone,4/25/21,0.61
Nigeria,4/25/21,0.54
Namibia,4/25/21,0.47
Cote d'Ivoire,4/25/21,0.42
Low income,4/25/21,0.31
Mali,4/25/21,0.22
Vietnam,4/25/21,0.21
Zambia,4/25/21,0.07
Democratic Republic of Congo,4/25/21,0
Bhutan,4/24/21,61.3
Israel,4/24/21,57.15
Wales,4/24/21,55.79
Maldives,4/24/21,55.6
Scotland,4/24/21,50.7
England,4/24/21,49.92
United Kingdom,4/24/21,49.88
Northern Ireland,4/24/21,47.77
Aruba,4/24/21,46.36
United States,4/24/21,44.31
Bahrain,4/24/21,44.3
Chile,4/24/21,40.62
Malta,4/24/21,39.75
Curacao,4/24/21,35.37
Uruguay,4/24/21,33.41
North America,4/24/21,28.88
Canada,4/24/21,28.33
Serbia,4/24/21,28.3
Singapore,4/24/21,26.22
Barbados,4/24/21,25.82
High income,4/24/21,25.64
Belgium,4/24/21,23.87
Austria,4/24/21,23.5
Germany,4/24/21,23.48
Estonia,4/24/21,23.38
Lithuania,4/24/21,23.08
Norway,4/24/21,22.95
Faeroe Islands,4/24/21,22.12
Italy,4/24/21,21.36
France,4/24/21,21.33
European Union,4/24/21,21.19
Ireland,4/24/21,20.88
Luxembourg,4/24/21,20.17
Liechtenstein,4/24/21,20.16
Europe,4/24/21,19.67
Slovenia,4/24/21,19.51
Denmark,4/24/21,19.48
Mongolia,4/24/21,19.44
Greece,4/24/21,19.3
Switzerland,4/24/21,18.08
Czechia,4/24/21,18.07
Croatia,4/24/21,15.41
Turkey,4/24/21,15.37
Romania,4/24/21,15.13
Argentina,4/24/21,14.54
Brazil,4/24/21,13.46
Saint Vincent and the Grenadines,4/24/21,13.32
Latvia,4/24/21,12.3
South America,4/24/21,11.58
Hong Kong,4/24/21,11.06
Mexico,4/24/21,9.44
Azerbaijan,4/24/21,9.03
Macao,4/24/21,8.54
Bulgaria,4/24/21,8.23
Russia,4/24/21,7.82
Cambodia,4/24/21,7.72
World,4/24/21,7.08
Australia,4/24/21,6.5
Montenegro,4/24/21,6.29
Suriname,4/24/21,5.91
Colombia,4/24/21,5.8
Ecuador,4/24/21,5.46
Lebanon,4/24/21,4.87
South Korea,4/24/21,4.5
Lower middle income,4/24/21,4.49
Oceania,4/24/21,4.45
Kazakhstan,4/24/21,4.43
Indonesia,4/24/21,4.25
Bolivia,4/24/21,3.81
Asia,4/24/21,3.81
Upper middle income,4/24/21,3.47
Bangladesh,4/24/21,3.39
New Zealand,4/24/21,3.26
Palestine,4/24/21,3.24
Brunei,4/24/21,2.74
Peru,4/24/21,2.7
North Macedonia,4/24/21,2.38
Malaysia,4/24/21,2.36
Senegal,4/24/21,2.3
Bosnia and Herzegovina,4/24/21,2.13
Trinidad and Tobago,4/24/21,2.01
Zimbabwe,4/24/21,1.99
Tunisia,4/24/21,1.98
Nicaragua,4/24/21,1.94
Japan,4/24/21,1.69
Laos,4/24/21,1.62
Paraguay,4/24/21,1.34
Ukraine,4/24/21,1.33
Philippines,4/24/21,1.32
Thailand,4/24/21,1.32
Africa,4/24/21,0.87
Gambia,4/24/21,0.77
Guinea,4/24/21,0.65
Uganda,4/24/21,0.58
Nigeria,4/24/21,0.53
